time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;distance_km;speed_kmph;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;sys_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11;cpu_12;cpu_13;cpu_14;cpu_15
54289;0;3350;6;-62;62;2533.262207;1;-82;-891;0.0;23;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944940;2148184;50;7.8;23;26;20;28;32;22;30;30;22;22;18;34;26;26;42;28;18
54788;0;3350;6;-62;62;2532.302490;1;-82;-854;0.0;23;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944940;2148184;50;7.4;23;28;22;24;30;22;32;30;24;24;16;32;28;20;42;22;28
55287;0;3350;6;-62;62;2542.775391;1;-82;-881;0.0;23;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944940;2148184;50;7.8;23;26;30;26;12;22;30;32;24;22;18;32;26;22;40;22;30
55786;0;3350;6;-62;62;2541.465332;1;-82;-886;0.0;23;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944940;2148184;50;7.5;23;28;30;24;26;22;32;32;24;24;16;34;28;20;42;24;22
56284;0;3350;6;-62;62;2539.305664;1;-82;-881;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944940;2148184;50;7.8;23;18;30;30;28;26;34;22;22;22;18;32;28;28;40;22;16
56783;0;3350;6;-62;62;2539.601807;1;-82;-886;0.0;23;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944940;2148184;50;7.4;23;16;30;32;24;26;36;22;24;24;20;32;26;18;44;26;20
57282;0;3350;6;-68;68;2638.099854;1;-82;-802;0.0;15;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;6.7;944940;2148184;50;9.0;23;24;30;32;26;24;18;28;24;24;22;38;28;22;50;24;24
57781;0;3350;6;-60;60;2581.269531;1;-82;-834;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944940;2148184;50;7.1;23;34;30;24;30;24;22;24;26;22;16;32;26;20;44;20;18
58280;0;3350;6;-61;61;2547.730469;1;-81;-871;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944940;2148184;49;7.2;23;34;32;22;30;24;18;24;26;24;18;32;26;24;44;22;18
58779;0;3350;6;-61;61;2543.745117;1;-81;-853;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944940;2148184;49;6.9;23;30;12;26;28;26;28;22;22;32;20;34;28;24;40;24;22
59278;0;3350;6;-61;61;2538.180420;1;-81;-860;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944940;2148184;49;7.2;23;22;24;28;26;24;32;24;34;32;18;32;30;22;42;24;22
59777;0;3350;6;-62;62;2544.920654;1;-82;-827;0.0;22;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;944940;2148184;49;7.2;23;24;24;26;24;22;34;18;30;32;20;34;26;24;40;24;18
60276;0;3350;6;-62;62;2547.633545;1;-81;-772;0.0;20;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;945072;2148184;49;8.0;22;34;26;24;24;22;18;20;30;26;22;34;28;22;50;26;22
60774;0;3350;6;-61;61;2545.066895;1;-81;-772;0.0;21;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.7;945072;2148184;49;7.8;22;34;24;16;26;24;30;18;30;30;24;34;28;26;42;24;22
61273;0;3350;6;-61;61;2539.111572;1;-81;-750;2.0;17;1.0;0.0;0.0;0.52;0.078;0.0;22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7;945072;2148184;49;7.6;22;34;24;32;24;24;26;20;30;30;26;36;32;26;46;24;24
61772;0;3350;6;-61;61;2541.281982;1;-81;-750;0.0;17;0.0;0.0;0.0;0.52;0.078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7;945072;2148184;49;6.9;22;32;22;28;24;20;22;26;22;22;18;34;28;22;40;28;16
#eof
